tournament_year,player_name,team_country,position,club,dob,age_at_tournament,caps,goals
2018,Shinji Kagawa,Japan,MF,Borussia Dortmund,1989-03-17,29,92,30
2018,Takashi Usami,Japan,MF,Fortuna Dusseldorf,1992-05-06,26,24,3
2018,Masaaki Higashiguchi,Japan,GK,Gamba Osaka,1986-05-12,32,5,0
2018,Yoshinori Muto,Japan,FW,Mainz 05,1992-07-15,25,24,2
2018,Takashi Inui,Japan,MF,Eibar,1988-06-02,30,27,4
2018,Yuya Osako,Japan,FW,1. FC Koln,1990-05-18,28,29,7
2018,Hotaru Yamaguchi,Japan,MF,Cerezo Osaka,1990-10-06,27,42,2
2018,Makoto Hasebe,Japan,MF,Eintracht Frankfurt,1984-01-18,34,110,2
2018,Ryota Oshima,Japan,MF,Kawasaki Frontale,1993-01-23,25,5,0
2018,Hiroki Sakai,Japan,DF,Marseille,1990-04-12,28,43,0
2018,Tomoaki Makino,Japan,DF,Urawa Red Diamonds,1987-05-11,31,32,4
2018,Gotoku Sakai,Japan,DF,Hamburger SV,1991-03-14,27,41,0
2018,Maya Yoshida,Japan,DF,Southampton,1988-08-24,29,82,10
2018,Kosuke Nakamura,Japan,GK,Kashiwa Reysol,1995-02-27,23,4,0
2018,Wojciech Szczesny,Poland,GK,Juventus,1990-04-18,28,35,0
2018,Michal Pazdan,Poland,DF,Legia Warsaw,1987-09-21,30,33,0
2018,Artur Jedrzejczyk,Poland,DF,Legia Warsaw,1987-11-04,30,36,3
2018,Thiago Cionek,Poland,DF,SPAL,1986-04-21,32,19,0
2018,Jan Bednarek (footballer),Poland,DF,Southampton,1996-04-12,22,3,0
2018,Jacek Goralski,Poland,MF,Ludogorets Razgrad,1992-09-21,25,5,0
2018,Arkadiusz Milik,Poland,FW,Napoli,1994-02-28,24,40,12
2018,Karol Linetty,Poland,MF,Sampdoria,1995-02-02,23,20,1
2018,Robert Lewandowski,Poland,FW,Bayern Munich,1988-08-21,29,95,55
2018,Grzegorz Krychowiak,Poland,MF,West Bromwich Albion,1990-01-29,28,51,2
2018,Kamil Grosicki,Poland,MF,Hull City,1988-06-08,30,57,12
2018,Bartosz Bialkowski,Poland,GK,Ipswich Town,1987-07-06,30,1,0
2018,Maciej Rybus,Poland,MF,Lokomotiv Moscow,1989-08-19,28,51,2
2018,Lukasz Teodorczyk,Poland,FW,Anderlecht,1991-06-03,27,17,4
2018,Kamil Glik,Poland,DF,Monaco,1988-02-03,30,57,4
2018,Jakub Blaszczykowski,Poland,MF,VfL Wolfsburg,1985-12-14,32,99,20
2018,Slawomir Peszko,Poland,MF,Lechia Gdansk,1985-02-19,33,43,2
2018,Bartosz Bereszynski,Poland,DF,Sampdoria,1992-07-12,25,8,0
2018,Piotr Zielinski,Poland,MF,Napoli,1994-05-20,24,33,5
2018,Lukasz Piszczek,Poland,DF,Borussia Dortmund,1985-06-03,33,63,3
2018,Rafal Kurzawa,Poland,MF,Gornik Zabrze,1993-01-29,25,3,0
2018,Lukasz Fabianski,Poland,GK,Swansea City,1985-04-18,33,45,0
2018,Dawid Kownacki,Poland,FW,Sampdoria,1997-03-14,21,2,1
2018,Abdoulaye Diallo,Senegal,GK,Rennes,1992-03-30,26,17,0
2018,Adama Mbengue,Senegal,DF,Caen,1993-12-01,24,6,0
2018,Kalidou Koulibaly,Senegal,DF,Napoli,1991-06-20,26,26,0
2018,Kara Mbodji,Senegal,DF,Anderlecht,1989-11-22,28,52,5
2018,Idrissa Gueye,Senegal,MF,Everton,1989-09-26,28,61,1
2018,Salif Sane,Senegal,MF,Hannover 96,1990-08-25,27,22,0
2018,Moussa Sow,Senegal,FW,Bursaspor,1986-01-19,32,51,18
2018,Cheikhou Kouyate,Senegal,MF,West Ham United,1989-12-21,28,48,2
2018,Mame Biram Diouf,Senegal,FW,Stoke City,1987-12-16,30,49,10
2018,Sadio Mane,Senegal,FW,Liverpool,1992-04-10,26,53,14
2018,Cheikh N'Doye,Senegal,MF,Birmingham City,1986-03-29,32,26,3
2018,Youssouf Sabaly,Senegal,DF,Bordeaux,1993-03-05,25,5,0
2018,Alfred N'Diaye,Senegal,MF,Wolverhampton Wanderers,1990-03-06,28,21,0
2018,Moussa Konate (footballer),Senegal,FW,Amiens,1993-04-03,25,28,10
2018,Diafra Sakho,Senegal,FW,Rennes,1989-12-24,28,12,3
2018,Khadim N'Diaye,Senegal,GK,Horoya,1985-04-05,33,26,0
2018,Badou Ndiaye,Senegal,MF,Stoke City,1990-10-27,27,20,1
2018,Ismaila Sarr,Senegal,FW,Rennes,1998-02-25,20,16,3
2018,M'Baye Niang,Senegal,FW,Torino,1994-12-19,23,7,0
2018,Keita Balde,Senegal,FW,Monaco,1995-03-08,23,19,3
2018,Lamine Gassama,Senegal,DF,Alanyaspor,1989-10-20,28,36,0
2018,Moussa Wague,Senegal,DF,Eupen,1998-10-04,19,10,0
2018,Alfred Gomis,Senegal,GK,SPAL,1993-09-05,24,1,0
