tournament_year,player_name,team_country,position,club,fifa_ranking,jersey_number,appearances,goals,assists,dribbles_per90,interceptions_per90,tackles_per90,duels_won_per90,save_pct,clean_sheets_pct,kit_sponsor,dob
2022,Fabian Frei,Switzerland,MF,Basel,12,20.0,2.0,0.0,0.0,0.0,4.09,4.09,4.09,,,Puma,1989-01-08
2022,Michel Aebischer,Switzerland,MF,Bologna,12,14.0,1.0,0.0,0.0,0.0,0.0,6.43,,,,Puma,1997-01-06
2022,Ardon Jashari,Switzerland,MF,Luzern,12,26.0,,,,,,,,,,Puma,2002-06-30
2022,Fabian Rieder,Switzerland,MF,Young Boys,12,25.0,2.0,0.0,0.0,1.34,0.0,4.03,8.06,,,Puma,2002-02-16
2022,Haris Seferovic,Switzerland,FW,Galatasaray,12,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Puma,1992-02-22
2022,Breel Embolo,Switzerland,FW,Monaco,12,7.0,4.0,2.0,0.0,1.38,0.0,0.28,4.68,,,Puma,1997-02-14
2022,Ruben Vargas,Switzerland,FW,Augsburg,12,17.0,4.0,0.0,1.0,1.56,0.31,0.0,3.13,,,Puma,1998-08-05
2022,Christian Fassnacht,Switzerland,FW,Young Boys,12,16.0,1.0,0.0,0.0,,0.0,0.0,,,,Puma,1993-11-11
2022,Noah Okafor,Switzerland,FW,Red Bull Salzburg,12,19.0,3.0,0.0,0.0,2.14,0.0,0.0,2.14,,,Puma,2000-05-24
2022,Hernan Galindez,Ecuador,GK,Aucas,41,1.0,,,,,,,,,,Marathon,1987-03-30
2022,Moises Ramirez,Ecuador,GK,Independiente del Valle,41,12.0,,,,,,,,,,Marathon,2000-09-09
2022,Alexander Dominguez,Ecuador,GK,LDU Quito,41,22.0,,,,,,,,,,Marathon,1987-06-05
2022,Felix Torres,Ecuador,DF,Santos Laguna,41,2.0,3.0,0.0,1.0,0.33,1.33,0.67,6.67,,,Marathon,1997-01-11
2022,Piero Hincapie,Ecuador,DF,Bayer Leverkusen,41,3.0,3.0,0.0,0.0,0.0,0.67,2.33,6.0,,,Marathon,2002-01-09
2022,Robert Arboleda,Ecuador,DF,Sao Paulo,41,4.0,,,,,,,,,,Marathon,1991-10-22
2022,William Pacho,Ecuador,DF,Antwerp,41,6.0,,,,,,,,,,Marathon,2001-10-16
2022,Pervis Estupinan,Ecuador,DF,Brighton,41,7.0,3.0,0.0,0.0,2.33,1.0,2.33,6.0,,,Marathon,1998-01-21
2022,Xavier Arreaga,Ecuador,DF,Seattle Sounders FC,41,14.0,,,,,,,,,,Marathon,1994-09-28
2022,Angelo Preciado,Ecuador,DF,Genk,41,17.0,3.0,0.0,1.0,0.34,1.7,2.38,5.1,,,Marathon,1998-02-18
2022,Diego Palacios,Ecuador,DF,Los Angeles FC,41,18.0,,,,,,,,,,Marathon,1999-07-12
2022,Jackson Porozo,Ecuador,DF,Troyes,41,25.0,2.0,0.0,0.0,0.0,2.84,1.89,5.69,,,Marathon,2000-08-04
2022,Jose Cifuentes,Ecuador,MF,Los Angeles FC,41,5.0,,,,,,,,,,Marathon,1999-03-12
2022,Carlos Gruezo,Ecuador,MF,FC Augsburg,41,8.0,1.0,0.0,0.0,0.0,0.0,3.91,3.91,,,Marathon,1995-04-19
2022,Angel Mena,Ecuador,MF,Leon,41,15.0,,,,,,,,,,Marathon,1988-01-21
2022,Jeremy Sarmiento,Ecuador,MF,Brighton,41,16.0,3.0,0.0,0.0,,,,,,,Marathon,2002-06-16
2022,Gonzalo Plata,Ecuador,MF,Real Valladolid,41,19.0,3.0,0.0,0.0,4.0,0.67,1.0,7.67,,,Marathon,2000-11-01
2022,Jhegson Mendez,Ecuador,MF,Los Angeles FC,41,20.0,,,,,,,,,,Marathon,1997-04-26
2022,Alan Franco,Ecuador,MF,Talleres,41,21.0,,,,,,,,,,Marathon,1998-08-21
2022,Moises Caicedo,Ecuador,MF,Brighton,41,23.0,3.0,1.0,0.0,0.0,0.67,2.0,4.33,,,Marathon,2001-11-02
2022,Kevin Rodriguez,Ecuador,MF,Imbabura,41,26.0,,,,,,,,,,Marathon,2000-03-04
2022,Ayrton Preciado,Ecuador,FW,Santos Laguna,41,9.0,,,,,,,,,,Marathon,1994-07-17
2022,Romario Ibarra,Ecuador,FW,Pachuca,41,10.0,2.0,0.0,0.0,0.5,1.32,0.0,1.32,,,Marathon,1994-09-24
2022,Michael Estrada,Ecuador,FW,Cruz Azul,41,11.0,3.0,0.0,0.0,0.79,0.0,0.39,,,,Marathon,1996-04-07
2022,Enner Valencia,Ecuador,FW,Fenerbahce,41,13.0,3.0,3.0,0.0,2.1,0.35,0.7,5.25,,,Marathon,1989-11-04
2022,Djorkaeff Reasco,Ecuador,FW,Newell's Old Boys,41,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Marathon,1999-01-18
2022,Saad Al Sheeb,Qatar,GK,Al-Sadd,60,1.0,1.0,,,,,,,33.33,0.0,Nike,1990-02-19
2022,Meshaal Barsham,Qatar,GK,Al-Sadd,60,22.0,,,,,,,,,,Nike,1998-02-14
2022,Yousef Hassan,Qatar,GK,Al-Gharafa,60,21.0,,,,,,,,,,Nike,1996-05-24
2022,Abdelkarim Hassan,Qatar,DF,Al-Sadd,60,3.0,,,,,,,,,,Nike,1993-08-28
2022,Boualem Khoukhi,Qatar,DF,Al-Sadd,60,16.0,3.0,0.0,0.0,0.33,1.0,0.67,2.33,,,Nike,1990-09-07
2022,Pedro Miguel,Qatar,DF,Al-Sadd,60,2.0,3.0,0.0,0.0,1.03,2.74,2.05,6.51,,,Nike,1990-08-06
2022,Tarek Salman,Qatar,DF,Al-Sadd,60,5.0,1.0,0.0,0.0,0.0,,,,,,Nike,1997-12-05
2022,Bassam Al-Rawi,Qatar,DF,Al-Duhail,60,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,,Nike,1997-12-16
2022,Musab Kheder,Qatar,DF,Al-Sadd,60,13.0,,,,,,,,,,Nike,1993-09-26
2022,Homam Ahmed,Qatar,DF,Al-Gharafa,60,14.0,,,,,,,,,,Nike,1999-08-25
2022,Jassem Gaber,Qatar,DF,Al-Arabi,60,25.0,,,,,,,,,,Nike,2002-02-20
2022,Karim Boudiaf,Qatar,MF,Al-Duhail,60,12.0,3.0,0.0,0.0,1.95,0.0,0.97,8.76,,,Nike,1990-09-16
2022,Salem Al-Hajri,Qatar,MF,-,60,20.0,,,,,,,,,,Nike,1996-04-10
2022,Abdulaziz Hatem,Qatar,MF,Al-Rayyan,60,6.0,3.0,0.0,0.0,0.0,0.46,0.46,1.84,,,Nike,1990-10-28
2022,Ali Assadalla,Qatar,MF,Al-Sadd,60,8.0,,,,,,,,,,Nike,1993-01-19
2022,Mohammed Waad,Qatar,MF,Al-Sadd,60,4.0,,,,,,,,,,Nike,1999-09-18
2022,Assim Madibo,Qatar,MF,Al-Duhail,60,23.0,,,,,,,,,,Nike,1996-10-22
2022,Mustafa Tarek,Qatar,MF,Al-Sadd,60,26.0,,,,,,,,,,Nike,2001-03-28
2022,Hassan Al-Haydos,Qatar,FW,Al-Sadd,60,10.0,3.0,0.0,0.0,2.14,0.86,1.29,1.71,,,Nike,1990-12-11
2022,Akram Afif,Qatar,FW,Al-Sadd,60,11.0,3.0,0.0,0.0,1.67,0.0,0.0,3.33,,,Nike,1996-11-18
2022,Almoez Ali,Qatar,FW,Al-Duhail,60,19.0,3.0,0.0,0.0,1.19,0.4,0.4,3.19,,,Nike,1996-08-19
2022,Ismaeel Mohammada,Qatar,FW,Al-Duhail,60,17.0,,,,,,,,,,Nike,1990-04-05
2022,Mohammed Muntari,Qatar,FW,Al-Duhail,60,9.0,,,,,,,,,,Nike,1993-12-20
2022,Ahmed Alaaeldin,Qatar,FW,Al-Gharafa,60,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Nike,1993-01-31
2022,Khalid Muneer,Qatar,FW,Al-Wakrah,60,18.0,,,,,,,,,,Nike,1998-02-24
2022,Naif Al-Hadhrami,Qatar,FW,Al-Rayyan,60,24.0,,,,,,,,,,Nike,2001-07-18
2022,Alireza Beiranvand,Iran,GK,Persepolis,24,1.0,2.0,,,,,,,80.0,0.0,Majid,1992-09-12
2022,Amir Absedzadeh,Iran,GK,Ponferradina,24,22.0,0.0,,,,,,,,,Majid,1993-04-26
2022,Hossein Hosseini,Iran,GK,Esteghlal,24,24.0,2.0,,,,,,,50.0,50.0,Majid,1992-05-30
2022,Payam Niazmand,Iran,GK,Sepahann,24,12.0,,,,,,,,,,Majid,1995-04-06
2022,Ehsan Hajsafi,Iran,DF,AEK Athens,24,3.0,3.0,0.0,0.0,0.76,0.76,3.03,5.68,,,Majid,1990-02-25
2022,Hossein Kanaani,Iran,DF,Al Ahli,24,13.0,1.0,0.0,0.0,0.0,2.05,0.0,2.05,,,Majid,1994-03-23
2022,Morteza Pouraliganji,Iran,DF,Persepolis,24,8.0,3.0,0.0,0.0,0.0,2.0,0.67,7.66,,,Majid,1992-04-19
2022,Ramin Rezaeian,Iran,DF,Sepahan,24,23.0,2.0,1.0,0.0,0.5,1.5,3.5,6.5,,,Majid,1990-03-21
2022,Milad Mohammadi,Iran,DF,AEK Athens,24,5.0,3.0,0.0,0.0,0.45,0.45,4.55,7.72,,,Majid,1993-09-29
2022,Shojae Khalilzadeh,Iran,DF,Al-Ahli,24,4.0,,,,,,,,,,Majid,1989-05-31
2022,Sadegh Moharrami,Iran,DF,Dinamo Zagreb,24,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,,,Majid,1996-03-24
2022,Majid Hosseini,Iran,DF,Kayserispor,24,19.0,3.0,0.0,0.0,0.0,2.0,2.0,6.33,,,Majid,1996-06-20
2022,Abolfazi Jalali,Iran,DF,Esteghlal,24,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,Majid,1998-06-26
2022,Vahid Amiri,Iran,MF,Persepolis,24,11.0,,,,,,,,,,Majid,1988-04-02
2022,Alireza Jahanbakhsh,Iran,MF,Feyenoord,24,7.0,2.0,0.0,0.0,1.53,1.53,1.53,3.05,,,Majid,1993-08-11
2022,Saeid Ezatolahi,Iran,MF,Vejle,24,6.0,,,,,,,,,,Majid,1996-10-01
2022,Mehdi Torabi,Iran,MF,Persepolis,24,16.0,3.0,0.0,0.0,3.05,3.05,1.53,3.05,,,Majid,1994-09-10
2022,Rouzbeh Cheshmi,Iran,MF,Esteghlal,24,15.0,2.0,1.0,0.0,0.0,3.05,0.0,3.06,,,Majid,1993-06-24
2022,Saman Ghoddos,Iran,MF,Brentford,24,14.0,1.0,0.0,0.0,0.0,0.0,2.05,2.05,,,Majid,1993-09-06
2022,Ali Gholizadeh,Iran,MF,Charleroi,24,17.0,3.0,0.0,1.0,3.18,1.36,0.0,1.82,,,Majid,1996-03-10
2022,Ahmad Nourollahi,Iran,MF,Shabab Al-Ahli,24,21.0,3.0,0.0,0.0,0.8,2.4,2.0,3.2,,,Majid,1993-01-02
2022,Ali Karimi,Iran,MF,Kayserispor,24,18.0,3.0,0.0,0.0,0.0,2.76,2.76,9.19,,,Majid,1994-02-11
2022,Karim Ansarifard,Iran,FW,Omonia,24,10.0,2.0,0.0,0.0,0.0,2.57,0.0,0.0,,,Majid,1990-04-03
2022,Sardar Azmoun,Iran,FW,Bayer Leverkusen,24,20.0,3.0,0.0,0.0,0.71,0.0,0.0,6.37,,,Majid,1995-01-01
2022,Mehdi Taremi,Iran,FW,Porto,24,9.0,3.0,2.0,1.0,1.67,0.67,1.33,6.34,,,Majid,1992-07-18
2022,Danny Ward,Wales,GK,Leicester City,28,12.0,2.0,,,,,,,57.14,0.0,Adidas,1993-06-22
2022,Wayne Hennessey,Wales,GK,Nottingham Forest,28,1.0,2.0,,,,,,,83.33,0.0,Adidas,1987-01-24
2022,Adam Davies,Wales,GK,Sheffield United,28,21.0,0.0,,,,,,,,,Adidas,1992-07-17
2022,Ben Davies,Wales,DF,Tottenham,28,4.0,3.0,0.0,0.0,1.13,0.38,1.51,8.67,,,Adidas,1993-04-24
2022,Ben Cabango,Wales,DF,Swansea City,28,24.0,,,,,,,,,,Adidas,2000-05-30
2022,Joe Rodon,Wales,DF,Rennes,28,6.0,3.0,0.0,0.0,0.0,1.33,0.67,2.0,,,Adidas,1997-10-22
2022,Chris Mepham,Wales,DF,Bournemouth,28,5.0,3.0,0.0,0.0,0.0,0.33,2.33,7.33,,,Adidas,1997-11-05
2022,Ethan Ampadu,Wales,DF,Spezia,28,15.0,3.0,0.0,0.0,0.7,1.4,1.4,4.9,,,Adidas,2000-09-14
2022,Chris Gunter,Wales,DF,AFC Wimbledon,28,2.0,,,,,,,,,,Adidas,1989-07-21
2022,Neco Williams,Wales,DF,Nottingham Forest,28,3.0,3.0,0.0,0.0,1.32,1.76,2.2,6.59,,,Adidas,2001-04-13
2022,Connor Roberts,Wales,DF,Burnley,28,14.0,3.0,0.0,0.0,0.0,0.45,1.34,2.69,,,Adidas,1995-09-23
2022,Sorba Thomas,Wales,MF,Huddersfield Town,28,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Adidas,1999-01-25
2022,Joe Allen,Wales,MF,Swansea City,28,7.0,2.0,0.0,0.0,0.0,0.96,0.96,2.87,,,Adidas,2000-03-14
2022,Matthew Smith,Wales,MF,MK Dons,28,26.0,,,,,,,,,,Adidas,1999-11-22
2022,Dylan Levitt,Wales,MF,Dundee United,28,23.0,,,,,,,,,,Adidas,2000-11-17
2022,Harry Wilson,Wales,MF,Fulham,28,8.0,3.0,0.0,0.0,0.0,0.56,2.25,4.5,,,Adidas,1997-03-22
2022,Joe Morrell,Wales,MF,Portsmouth,28,16.0,2.0,0.0,0.0,0.0,2.9,,,,,Adidas,1997-01-03
2022,Jonny Williams,Wales,MF,Swindon Town,28,18.0,,,,,,,,,,Adidas,1993-10-09
2022,Aaron Ramsey,Wales,MF,Nice,28,10.0,3.0,0.0,0.0,2.36,0.0,0.67,2.36,,,Adidas,1990-12-26
2022,Rubin Colwill,Wales,FW,Cardiff City,28,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Adidas,2000-04-27
2022,Gareth Bale,Wales,FW,Los Angeles FC,28,11.0,3.0,1.0,0.0,0.8,0.4,0.4,5.97,,,Adidas,1989-07-16
2022,Kieffer Moore,Wales,FW,Bournemouth,28,13.0,3.0,0.0,0.0,0.0,0.8,0.4,10.85,,,Adidas,1992-08-08
2022,Mark Harris,Wales,FW,Cardiff City,28,19.0,,,,,,,,,,Adidas,1998-12-29
2022,Brennan Johnson,Wales,FW,Nottingham Forest,28,9.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,,,Adidas,2001-05-23
2022,Dan James,Wales,FW,Fulham,28,20.0,3.0,0.0,0.0,0.58,0.58,0.58,1.73,,,Adidas,1997-11-10
2022,Guillermo Ochoa,Mexico,GK,America,15,13.0,3.0,,,,,,,50.0,33.0,Adidas,1985-07-13
2022,Alfredo Talavera,Mexico,GK,Juarez,15,1.0,0.0,,,,,,,,,Adidas,1982-09-18
2022,Rodolfo Cota,Mexico,GK,Leon,15,12.0,0.0,,,,,,,,,Adidas,1987-07-03
2022,Hector Moreno,Mexico,DF,Monterrey,15,15.0,3.0,0.0,0.0,0.0,0.33,0.67,5.0,,,Adidas,1988-01-17
2022,Jesus Gallardo,Mexico,DF,Monterrey,15,23.0,3.0,0.0,0.0,1.33,0.33,3.0,5.0,,,Adidas,1994-08-15
2022,Nestor Araujo,Mexico,DF,America,15,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,,,Adidas,1991-08-29
2022,Cesar Montes,Mexico,DF,Monterrey,15,3.0,3.0,0.0,1.0,0.67,0.67,2.0,7.33,,,Adidas,1997-02-24
2022,Jorge Sanchez,Mexico,DF,Ajax,15,19.0,2.0,0.0,0.0,2.56,1.02,0.51,4.7,,,Adidas,1997-12-10
2022,Gerardo Arteaga,Mexico,DF,Genk,15,6.0,,,,,,,,,,Adidas,1998-09-07
2022,Kevin Alvarez,Mexico,DF,Pachuca,15,26.0,2.0,0.0,0.0,3.86,1.29,1.29,3.86,,,Adidas,1999-01-15
2022,Johan Vasquez,Mexico,DF,Cremonese,15,5.0,,,,,,,,,,Adidas,1998-10-22
2022,Andres Guardado,Mexico,MF,Real Betis,15,18.0,1.0,0.0,0.0,0.0,0.0,8.57,8.57,,,Adidas,1986-09-28
2022,Hector Herrera,Mexico,MF,Houston Dynamo,15,16.0,3.0,0.0,0.0,0.0,0.33,0.67,5.0,,,Adidas,1990-04-19
2022,Edson Alvarez,Mexico,MF,Ajax,15,4.0,2.0,0.0,0.0,0.51,2.05,1.02,13.29,,,Adidas,1997-10-24
2022,Orbelin Pineda,Mexico,MF,AEK Athens,15,17.0,1.0,0.0,0.0,1.17,0.0,4.68,9.35,,,Adidas,1996-03-24
2022,Uriel Antuna,Mexico,MF,Cruz Azul,15,21.0,3.0,0.0,0.0,0.0,0.0,4.86,6.08,,,Adidas,1997-08-21
2022,Erick Gutierrez,Mexico,MF,PSV,15,14.0,1.0,0.0,0.0,0.0,3.75,1.88,,,,Adidas,1995-06-15
2022,Carlos Rodriguez,Mexico,MF,Cruz Azul,15,8.0,2.0,0.0,0.0,2.0,0.0,0.0,8.44,,,Adidas,1997-01-03
2022,Roberto Alvarado,Mexico,MF,Guadalajara,15,25.0,1.0,0.0,0.0,1.0,0.0,0.0,10.58,,,Adidas,1998-09-07
2022,Luis Romo,Mexico,MF,Monterrey,15,7.0,,,,,,,,,,Adidas,1995-06-05
2022,Alexis Vega,Mexico,MF,Guadalajara,15,10.0,3.0,0.0,0.0,1.38,0.46,0.0,4.13,,,Adidas,1997-11-25
2022,Luis Chavez,Mexico,MF,Pachuca,15,24.0,3.0,1.0,0.0,1.33,0.0,0.33,7.0,,,Adidas,1996-01-15
2022,Raul Jimenez,Mexico,FW,Wolves,15,9.0,3.0,0.0,0.0,0.0,1.61,0.0,11.25,,,Adidas,1991-05-05
2022,Hirving Lozano,Mexico,FW,Napoli,15,22.0,3.0,0.0,0.0,2.49,0.0,2.49,8.54,,,Adidas,1995-07-30
2022,Henry Martin,Mexico,FW,America,15,20.0,2.0,1.0,0.0,0.0,1.82,0.61,6.08,,,Adidas,1992-11-18
2022,Rogelio Funes Mori,Mexico,FW,Monterrey,15,11.0,1.0,0.0,0.0,0.0,0.0,,,,,Adidas,1991-03-05
2022,Mohammed Al-Owais,Saudi Arabia,GK,Al-Hilal,49,21.0,3.0,,,,,,,73.68,0.0,Nike,1991-10-10
2022,Mohammed Al Yami,Saudi Arabia,GK,Al-Ahli,49,1.0,0.0,,,,,,,,,Nike,1997-08-14
2022,Nawaf Al-Aqidi,Saudi Arabia,GK,Al-Nassr,49,22.0,0.0,,,,,,,,,Nike,2000-05-10
2022,Yasser Al-Shahrani,Saudi Arabia,DF,Al-Hilal,49,13.0,1.0,0.0,0.0,0.0,6.0,3.0,3.0,,,Nike,1992-05-25
2022,Mohammed Al-Breik,Saudi Arabia,DF,Al-Hilal,49,6.0,2.0,0.0,0.0,0.0,0.0,1.38,5.53,,,Nike,1992-09-15
2022,Ali Al-Bulaihi,Saudi Arabia,DF,Al-Hilal,49,5.0,3.0,0.0,0.0,0.0,1.24,1.66,4.56,,,Nike,1989-11-21
2022,Sultan Al-Ghanam,Saudi Arabia,DF,Al-Nassr,49,2.0,3.0,0.0,0.0,1.44,1.44,0.0,0.0,,,Nike,1994-05-06
2022,Saud Abdulhamid,Saudi Arabia,DF,Al-Hilal,49,12.0,3.0,0.0,0.0,1.0,0.33,1.67,6.66,,,Nike,1999-07-18
2022,Abdulelah Al-Amri,Saudi Arabia,DF,Al-Nassr,49,4.0,3.0,0.0,0.0,0.0,1.98,0.49,,,,Nike,1997-01-15
2022,Hassan Tambakti,Saudi Arabia,DF,Al-Shabab,49,17.0,2.0,0.0,0.0,0.0,1.0,2.0,5.5,,,Nike,1999-02-09
2022,Abdullah Madu,Saudi Arabia,DF,Al-Nassr,49,3.0,1.0,0.0,0.0,0.0,2.05,2.05,6.14,,,Nike,1993-07-15
2022,Nawaf Alabid,Saudi Arabia,MF,Al-Shabab,49,18.0,2.0,0.0,0.0,0.66,2.09,0.0,6.28,,,Nike,1990-01-26
2022,Salman Al-Faraj,Saudi Arabia,MF,Al-Hilal,49,7.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,,Nike,1989-08-01
2022,Salem Al-Dawsari,Saudi Arabia,MF,Al-Hilal,49,10.0,3.0,2.0,0.0,2.33,0.33,1.67,3.66,,,Nike,1991-08-19
2022,Abdullah Otayf,Saudi Arabia,MF,Al-Hilal,49,14.0,,,,,,,,,,Nike,1992-08-03
2022,Mohamed Kanno,Saudi Arabia,MF,Al-Hilal,49,23.0,,,,,,,,,,Nike,1994-09-22
2022,Abdulellah Al-Malki,Saudi Arabia,MF,Al-Hilal,49,8.0,2.0,0.0,0.0,0.0,1.54,2.06,4.11,,,Nike,1994-10-11
2022,Sami Al-Najei,Saudi Arabia,MF,Al-Nassr,49,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Nike,1997-02-07
2022,Ali Al-Hassan,Saudi Arabia,MF,Al-Nassr,49,15.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,Nike,1997-03-04
2022,Nasser Al-Dawsari,Saudi Arabia,MF,Al-Hilal,49,24.0,1.0,0.0,0.0,0.0,0.0,,,,,Nike,1998-12-19
2022,Abdulrahman Al-Aboud,Saudi Arabia,MF,Al-Ittihad,49,20.0,2.0,0.0,0.0,0.66,0.0,,,,,Nike,1995-06-01
2022,Firas Al-Buraikan,Saudi Arabia,FW,Al-Fateh,49,9.0,3.0,0.0,1.0,1.67,0.67,1.0,6.36,,,Nike,2000-05-14
2022,Saleh Al-Shehri,Saudi Arabia,FW,Al-Hilal,49,11.0,3.0,1.0,0.0,0.8,0.0,1.2,8.0,,,Nike,1993-11-01
2022,Haitham Asiri,Saudi Arabia,FW,Al-Ahli,49,25.0,,,,,,,,,,Nike,2001-03-25
2022,Kasper Schmeichel,Denmark,GK,Nice,18,1.0,3.0,,,,,,,72.73,33.0,Hummel,1986-11-05
2022,Oliver Christensen,Denmark,GK,Hertha Berlin,18,16.0,0.0,,,,,,,,,Hummel,1999-03-22
2022,Frederik Ronnow,Denmark,GK,Union Berlin,18,22.0,0.0,,,,,,,,,Hummel,1992-08-04
2022,Simon Kjaer,Denmark,DF,AC Milan,18,4.0,1.0,0.0,0.0,0.0,6.92,0.0,8.3,,,Hummel,1989-03-26
2022,Andreas Christensen,Denmark,DF,Barcelona,18,6.0,3.0,1.0,0.0,0.0,1.33,1.67,6.0,,,Hummel,1996-04-10
2022,Jens Stryger Larsen,Denmark,DF,Trabzonspor,18,17.0,,,,,,,,,,Hummel,1991-02-21
2022,Daniel Wass,Denmark,DF,Brondby,18,18.0,,,,,,,,,,Hummel,1989-05-31
2022,Rasmus Kristensen,Denmark,DF,Leeds United,18,13.0,3.0,0.0,0.0,1.59,0.8,3.58,6.77,,,Hummel,1997-07-11
2022,Joakim Maehle,Denmark,DF,Atalanta,18,5.0,3.0,0.0,0.0,3.25,0.72,3.25,5.42,,,Hummel,1997-05-20
2022,Joachim Andersen,Denmark,DF,Crystal Palace,18,2.0,3.0,0.0,1.0,,,,,,,Hummel,1996-05-31
2022,Thomas Delaney,Denmark,DF,Sevilla,18,8.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,,,Hummel,1991-09-03
2022,Victor Nelsson,Denmark,DF,Galatasaray,18,3.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,,,Hummel,1998-10-14
2022,Alexander Bah,Denmark,DF,Benfica,18,26.0,2.0,0.0,0.0,0.5,4.06,,,,,Hummel,1997-12-09
2022,Christian Eriksen,Denmark,MF,Manchester United,18,10.0,3.0,0.0,0.0,1.33,0.33,0.33,0.67,,,Hummel,1992-02-14
2022,Christian Norgaard,Denmark,MF,Brentford,18,15.0,1.0,0.0,0.0,,,,,,,Hummel,1994-03-10
2022,Pierre-Emile Hojbjerg,Denmark,MF,Tottenham,18,23.0,3.0,0.0,0.0,0.67,1.33,1.33,2.66,,,Hummel,1995-08-05
2022,Mathias Jensen,Denmark,MF,Brentford,18,7.0,,,,,,,,,,Hummel,1996-01-01
2022,Robert Skov,Denmark,FW,Hoffenheim,18,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,Hummel,1996-05-20
2022,Martin Braithwaite,Denmark,FW,Espanyol,18,9.0,2.0,0.0,0.0,1.75,0.0,0.0,2.62,,,Hummel,1991-06-05
2022,Andreas Cornelius,Denmark,FW,Copenhagen,18,21.0,3.0,0.0,0.0,0.98,0.0,0.0,,,,Hummel,1993-03-16
2022,Kasper Dolberg,Denmark,FW,Sevilla,18,12.0,3.0,0.0,0.0,1.59,0.0,0.8,3.19,,,Hummel,1997-10-06
2022,Andreas Skov Olsen,Denmark,FW,Club Brugge,18,11.0,2.0,0.0,0.0,1.34,0.0,0.0,2.01,,,Hummel,1999-12-29
2022,Mikkel Damsgaard,Denmark,FW,Brentford,18,14.0,3.0,0.0,0.0,0.6,0.6,2.42,3.02,,,Hummel,2000-07-03
2022,Jonas Wind,Denmark,FW,Wolfsburg,18,19.0,,,,,,,,,,Hummel,1999-02-07
2022,Jesper Lindstrom,Denmark,FW,Eintracht Frankfurt,18,25.0,3.0,0.0,0.0,5.4,0.0,0.45,4.95,,,Hummel,2000-02-29
2022,Yussuf Yurary Poulsen,Denmark,FW,RB Leipzig,18,20.0,,,,,,,,,,Hummel,1994-06-15
2022,Aymen Dahmen,Tunisia,GK,CS Sfaxien,30,16.0,,,,,,,,,,Kappa,1997-01-27
2022,Mouez Hassen,Tunisia,GK,Club Africain,30,26.0,,,,,,,,,,Kappa,1995-03-05
2022,Balbouli,Tunisia,GK,Etoile du Sahel,30,1.0,,,,,,,,,,Kappa,1984-09-14
2022,Bechir Ben Saïd,Tunisia,GK,US Monastir,30,22.0,,,,,,,,,,Kappa,1994-11-29
2022,Mohamed Drager,Tunisia,DF,Luzern,30,20.0,2.0,0.0,0.0,1.34,0.67,3.36,7.38,,,Kappa,1996-06-25
2022,Wajdi Kechrida,Tunisia,DF,Atromitos,30,21.0,3.0,0.0,0.0,3.3,0.0,2.48,4.96,,,Kappa,1995-11-05
2022,Bilel Ifa,Tunisia,DF,Kuwait SC,30,2.0,,,,,,,,,,Kappa,1990-03-09
2022,Montassar Talbi,Tunisia,DF,Lorient,30,3.0,3.0,0.0,0.0,0.0,0.33,1.0,7.0,,,Kappa,1998-05-26
2022,Dylan Bronn,Tunisia,DF,Salernitana,30,6.0,2.0,0.0,0.0,0.0,0.0,1.66,4.41,,,Kappa,1995-06-19
2022,Yassine Meriah,Tunisia,DF,Esperalace,30,4.0,,,,,,,,,,Kappa,1993-07-02
2022,Nader Ghandri,Tunisia,DF,Club Africain,30,5.0,,,,,,,,,,Kappa,1995-02-18
2022,Ali Maaloul,Tunisia,DF,Al Ahly,30,12.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,Kappa,1990-01-01
2022,Ali Abdi,Tunisia,DF,Caen,30,24.0,,,,,,,,,,Kappa,1993-12-20
2022,Ellyes Skhiri,Tunisia,MF,FC Koln,30,17.0,3.0,0.0,0.0,0.67,2.33,3.33,5.0,,,Kappa,1995-05-10
2022,Aissa Laidouni,Tunisia,MF,Ferencvaros,30,14.0,3.0,0.0,1.0,1.1,1.1,1.1,1.47,,,Kappa,1996-12-13
2022,Ferjani Sassi,Tunisia,MF,Al-Duhail,30,13.0,2.0,0.0,0.0,1.0,1.96,3.91,,,,Kappa,1992-03-18
2022,Ghailene Chaalali,Tunisia,MF,Esperance de Tunis,30,18.0,,,,,,,,,,Kappa,1994-02-28
